,host_response_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month,dist_from_bway_miles,years_host_since,days_since_first_review,days_since_last_review,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,property_type_Apartment,property_type_Condominium,property_type_House,property_type_Other,property_type_Townhouse,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,bed_type_Other,bed_type_Real Bed,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60
1798,1.0,1.0,1.0,1.0,1.0,36.29203,-86.7139,2.0,1.0,1.0,1.0,67.0,0.0,30.0,2.0,10.0,1.0,28.0,0.13333333333333333,0.5333333333333333,0.6888888888888889,0.41643835616438357,154.0,62.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,5.15,9.565337213213638,4.492905398468141,896.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1802,1.0,1.0,28.0,1.0,0.0,36.1451,-86.78618,12.0,4.0,4.0,15.0,350.0,0.0,299.0,1.0,0.0,3.0,112.0,0.2,0.36666666666666664,0.5333333333333333,0.8657534246575342,154.0,47.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,5.04,1.3534863926763037,2.6119632846670364,915.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1803,1.0,1.0,20.0,1.0,1.0,36.18202,-86.81300999999999,5.0,1.0,1.0,2.0,100.0,250.0,115.0,2.0,25.0,1.0,30.0,0.43333333333333335,0.5666666666666667,0.7111111111111111,0.6684931506849315,28.0,5.0,97.0,10.0,9.0,10.0,10.0,9.0,10.0,1.0,0.0,0.0,0.0,0.95,2.5529820038290287,2.836471659240094,879.0,116.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1804,1.0,0.0,98.0,1.0,0.0,36.1753,-86.80506,10.0,2.5,3.0,7.0,135.0,0.0,291.0,10.0,0.0,2.0,1125.0,0.6333333333333333,0.6833333333333333,0.7888888888888889,0.9452054794520548,17.0,6.0,84.0,8.0,9.0,9.0,9.0,5.0,8.0,1.0,0.0,0.0,0.0,0.57,1.9360388448534265,2.7844514261073123,894.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1805,1.0,0.0,1.0,1.0,1.0,36.15163,-86.80473,2.0,1.0,1.0,1.0,125.0,150.0,55.0,2.0,60.0,1.0,1125.0,0.26666666666666666,0.43333333333333335,0.5555555555555556,0.136986301369863,147.0,45.0,96.0,10.0,9.0,9.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,4.64,1.8472449067205732,2.7296932859675422,950.0,19.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1806,1.0,1.0,2.0,1.0,1.0,36.19582,-86.76369,9.0,3.0,3.0,4.0,105.0,300.0,115.0,2.0,35.0,1.0,30.0,0.2,0.4166666666666667,0.6111111111111112,0.8465753424657534,139.0,57.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,4.62,2.3908855599502767,4.84335749536267,902.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1807,1.0,1.0,1.0,1.0,0.0,36.15952,-86.71576999999999,6.0,1.5,3.0,4.0,160.0,500.0,40.0,1.0,0.0,2.0,1125.0,0.36666666666666664,0.48333333333333334,0.6444444444444445,0.1589041095890411,112.0,43.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,3.64,3.2833480340125263,3.0007460796594043,922.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1810,1.0,1.0,38.0,1.0,1.0,36.163709999999995,-86.77586,4.0,1.0,0.0,2.0,95.0,400.0,75.0,1.0,0.0,1.0,90.0,0.4666666666666667,0.36666666666666664,0.5111111111111111,0.8794520547945206,190.0,66.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,6.13,0.12977912383660975,2.8556370082890137,929.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1811,1.0,1.0,1.0,1.0,0.0,36.15108,-86.84845,2.0,1.0,0.0,1.0,103.0,200.0,30.0,1.0,0.0,2.0,1125.0,0.23333333333333334,0.55,0.6333333333333333,0.2219178082191781,47.0,33.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,2.0,4.211542065936016,2.5982737496320936,705.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1812,1.0,1.0,1.0,1.0,1.0,36.1454,-86.78553000000001,8.0,4.0,3.0,4.0,275.0,600.0,150.0,1.0,0.0,2.0,1125.0,0.06666666666666667,0.21666666666666667,0.16666666666666666,0.0410958904109589,189.0,69.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,6.1,1.3179042956534124,3.786525390665106,929.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1813,1.0,1.0,3.0,1.0,0.0,36.194359999999996,-86.70906,8.0,3.0,4.0,5.0,450.0,0.0,95.0,1.0,0.0,2.0,1125.0,0.4666666666666667,0.6333333333333333,0.7555555555555555,0.4328767123287671,88.0,28.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,2.9,4.271011687076673,5.182857964229245,908.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1814,0.88,1.0,2.0,1.0,1.0,36.20585,-86.71221,4.0,1.0,1.0,1.0,90.0,0.0,60.0,1.0,0.0,1.0,28.0,0.2,0.26666666666666666,0.23333333333333334,0.7534246575342466,133.0,63.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,4.52,4.595682346305281,6.67775519004497,881.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1815,1.0,1.0,1.0,1.0,1.0,36.21481,-86.76013,4.0,2.0,2.0,2.0,270.0,300.0,125.0,1.0,0.0,2.0,31.0,0.26666666666666666,0.4666666666666667,0.6444444444444445,0.21095890410958903,58.0,18.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,1.87,3.7107930493066323,6.8611949595132,931.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1816,1.0,0.0,98.0,1.0,0.0,36.227779999999996,-86.77521999999999,6.0,3.0,3.0,3.0,281.0,0.0,280.0,6.0,0.0,2.0,1125.0,0.0,0.0,0.0,0.4684931506849315,3.0,1.0,87.0,9.0,7.0,7.0,7.0,8.0,9.0,1.0,0.0,0.0,0.0,0.1,4.518597784951462,2.7844514261073123,908.0,299.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1817,1.0,1.0,2.0,1.0,1.0,36.1745,-86.7811,4.0,1.0,1.0,2.0,120.0,300.0,75.0,1.0,0.0,2.0,1125.0,0.1,0.25,0.4666666666666667,0.7972602739726027,120.0,56.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,3.86,0.9241230553555689,2.858374915296002,932.0,27.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1818,0.88,0.0,1.0,1.0,0.0,36.08997,-86.65623000000001,8.0,1.5,2.0,3.0,140.0,250.0,100.0,6.0,10.0,2.0,14.0,0.16666666666666666,0.08333333333333333,0.05555555555555555,0.0136986301369863,28.0,8.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,1.03,8.277942770813222,4.301251907978945,817.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1820,1.0,1.0,40.0,1.0,0.0,36.199909999999996,-86.74324,12.0,2.0,4.0,5.0,189.0,100.0,65.0,8.0,10.0,3.0,1124.0,0.3333333333333333,0.5166666666666667,0.6777777777777778,0.8465753424657534,132.0,43.0,95.0,9.0,10.0,10.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,4.23,3.1267220620520533,9.347214521858765,936.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1821,1.0,0.0,3.0,1.0,1.0,36.06586,-86.64187,6.0,2.0,3.0,4.0,96.0,100.0,45.0,1.0,0.0,2.0,1125.0,0.4,0.43333333333333335,0.4444444444444444,0.3287671232876712,159.0,62.0,95.0,10.0,9.0,10.0,10.0,9.0,10.0,1.0,0.0,0.0,0.0,5.09,9.956724398973472,3.3320328275050137,936.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1822,1.0,0.0,98.0,1.0,0.0,36.14107,-86.82254,6.0,1.5,2.0,4.0,98.0,0.0,201.0,6.0,0.0,2.0,1125.0,0.43333333333333335,0.65,0.7666666666666667,0.9397260273972603,10.0,5.0,92.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,0.33,3.0625077928910427,2.7844514261073123,898.0,173.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1825,1.0,1.0,1.0,1.0,0.0,36.203340000000004,-86.72568000000001,10.0,3.5,3.0,7.0,250.0,400.0,150.0,6.0,25.0,1.0,1125.0,0.13333333333333333,0.31666666666666665,0.5,0.4054794520547945,61.0,18.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,2.03,3.9297144769568537,3.2772746873652436,901.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1826,1.0,0.0,2.0,1.0,1.0,36.184940000000005,-86.80771999999999,8.0,2.0,3.0,3.0,250.0,350.0,150.0,1.0,0.0,2.0,1125.0,0.23333333333333334,0.5166666666666667,0.6777777777777778,0.9095890410958904,82.0,27.0,94.0,9.0,9.0,10.0,10.0,8.0,9.0,1.0,0.0,0.0,0.0,2.67,2.4326596280896045,4.0657919053779334,922.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1827,1.0,1.0,1.0,1.0,1.0,36.17576,-86.74600000000001,10.0,2.0,3.0,4.0,215.0,500.0,169.0,1.0,0.0,1.0,1125.0,0.43333333333333335,0.55,0.7,0.6657534246575343,91.0,30.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,3.05,1.8407649723625135,2.789927240121289,894.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1828,0.99,1.0,102.0,1.0,0.0,36.15988,-86.84071,10.0,3.0,3.0,5.0,99.0,400.0,224.0,8.0,20.0,1.0,365.0,0.6666666666666666,0.43333333333333335,0.28888888888888886,0.07123287671232877,86.0,24.0,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,2.81,3.711161678743464,3.162282593071726,917.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1831,1.0,1.0,1.0,1.0,1.0,36.19084,-86.75782,4.0,1.0,1.0,1.0,175.0,100.0,65.0,2.0,25.0,2.0,29.0,0.23333333333333334,0.48333333333333334,0.6555555555555556,0.6465753424657534,112.0,46.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,3.59,2.178334710413397,3.0801453828620713,935.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1834,1.0,1.0,6.0,1.0,1.0,36.18058,-86.75618,5.0,1.0,2.0,2.0,250.0,100.0,20.0,4.0,25.0,3.0,1124.0,0.26666666666666666,0.26666666666666666,0.17777777777777778,0.043835616438356165,20.0,13.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.72,1.6232248955104256,3.7454567855602785,828.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1835,1.0,1.0,6.0,1.0,1.0,36.129740000000005,-86.73324000000001,6.0,1.0,2.0,3.0,119.0,200.0,75.0,4.0,10.0,2.0,1125.0,0.3,0.55,0.7,0.6657534246575343,32.0,18.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,0.0,0.0,0.0,1.03,3.21266789868705,5.117148196061521,929.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1836,1.0,1.0,1.0,1.0,0.0,36.20749,-86.76664,4.0,2.5,2.0,2.0,99.0,300.0,100.0,1.0,0.0,3.0,30.0,0.13333333333333333,0.06666666666666667,0.044444444444444446,0.010958904109589041,75.0,31.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1.0,0.0,0.0,0.0,2.54,3.1493792567446355,2.573632586569197,886.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1837,1.0,1.0,5.0,1.0,1.0,36.17095,-86.74212,6.0,2.0,2.0,2.0,150.0,300.0,130.0,2.0,15.0,2.0,1124.0,0.4,0.4666666666666667,0.6444444444444445,0.3863013698630137,84.0,32.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,2.75,1.9016975017069935,5.511406805067866,915.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1839,0.8,0.0,2.0,1.0,0.0,36.15889,-86.84365,10.0,2.5,3.0,6.0,525.0,200.0,100.0,1.0,0.0,2.0,1125.0,0.6666666666666666,0.8333333333333334,0.8888888888888888,0.9726027397260274,58.0,18.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,1.91,3.878887162222515,2.5708946795622087,908.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1840,0.9,0.0,1.0,1.0,1.0,36.12778,-86.79084,8.0,2.5,4.0,5.0,199.0,0.0,125.0,4.0,25.0,1.0,1125.0,0.4,0.38333333333333336,0.5222222222222223,0.852054794520548,65.0,30.0,96.0,10.0,9.0,9.0,9.0,10.0,10.0,1.0,0.0,0.0,0.0,2.1,2.5481858626001204,2.5708946795622087,929.0,34.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1841,1.0,1.0,1.0,1.0,1.0,36.13932,-86.81697,6.0,2.5,2.0,2.0,135.0,150.0,95.0,4.0,25.0,1.0,90.0,0.23333333333333334,0.43333333333333335,0.6222222222222222,0.6054794520547945,59.0,23.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.92,2.85764219505812,2.5708946795622087,921.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1842,1.0,1.0,6.0,1.0,1.0,36.151759999999996,-86.80471,4.0,1.0,1.0,2.0,125.0,100.0,80.0,1.0,0.0,1.0,28.0,0.3333333333333333,0.31666666666666665,0.5444444444444444,0.38082191780821917,196.0,66.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,6.46,1.8426810502923292,3.5784444581339794,909.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1844,1.0,1.0,109.0,1.0,0.0,36.19084,-86.76772,10.0,3.0,4.0,6.0,199.0,299.0,125.0,1.0,0.0,2.0,1125.0,0.5,0.45,0.5,0.8493150684931506,70.0,23.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,2.63,2.0064156845848813,2.8994435204008298,796.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1845,1.0,1.0,2.0,1.0,1.0,36.13947,-86.89184,9.0,2.5,3.0,3.0,490.0,500.0,150.0,4.0,25.0,3.0,30.0,0.8,0.7666666666666667,0.8444444444444444,0.9616438356164384,70.0,21.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,2.33,6.752326708040225,4.254707488860141,901.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1847,1.0,0.0,10.0,1.0,1.0,36.06374,-86.71003,8.0,1.0,2.0,4.0,75.0,100.0,60.0,4.0,10.0,2.0,365.0,0.3,0.5833333333333334,0.7222222222222222,0.9315068493150684,41.0,18.0,87.0,9.0,8.0,10.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,1.33,7.687526712337933,5.878286344004326,924.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1848,1.0,0.0,98.0,1.0,0.0,36.11942,-86.74588,12.0,3.0,4.0,7.0,135.0,0.0,264.0,12.0,0.0,2.0,1125.0,0.36666666666666664,0.5166666666666667,0.6333333333333333,0.8876712328767123,8.0,4.0,90.0,10.0,10.0,10.0,10.0,9.0,9.0,1.0,0.0,0.0,0.0,0.28,3.3560950439622266,2.7844514261073123,847.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1849,1.0,1.0,1.0,1.0,0.0,36.15015,-86.83337,4.0,1.0,1.0,1.0,125.0,150.0,0.0,4.0,15.0,2.0,1125.0,0.5666666666666667,0.6666666666666666,0.6444444444444445,0.37534246575342467,67.0,43.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,4.09,3.401255682888069,4.262921209881107,491.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1850,1.0,1.0,38.0,1.0,1.0,36.1629,-86.77575,6.0,1.0,2.0,4.0,130.0,400.0,90.0,6.0,0.0,1.0,90.0,0.4666666666666667,0.4666666666666667,0.5666666666666667,0.8684931506849315,168.0,60.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,5.47,0.08794761186196978,2.8556370082890137,920.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1851,1.0,1.0,2.0,1.0,1.0,36.07983,-86.60002,2.0,1.0,1.0,1.0,65.0,0.0,25.0,2.0,15.0,1.0,1125.0,0.4666666666666667,0.55,0.6888888888888889,0.16986301369863013,114.0,33.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0,3.81,11.289094787072978,5.355346105669521,896.0,64.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1852,1.0,1.0,2.0,1.0,1.0,36.15214,-86.80541,2.0,1.0,1.0,1.0,117.0,100.0,75.0,1.0,0.0,2.0,30.0,0.0,0.0,0.0,0.0,124.0,59.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,4.2,1.8688117267390731,5.681157039501153,885.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1853,1.0,1.0,1.0,1.0,1.0,36.16075,-86.8749,6.0,1.0,2.0,3.0,75.0,0.0,100.0,4.0,15.0,30.0,1125.0,0.06666666666666667,0.5333333333333333,0.6888888888888889,0.4136986301369863,54.0,5.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,1.87,5.620082599270746,4.922756798565337,867.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1854,1.0,1.0,2.0,1.0,1.0,36.12596,-86.80083,4.0,1.0,1.0,2.0,149.0,150.0,65.0,2.0,15.0,1.0,30.0,0.3,0.5666666666666667,0.6888888888888889,0.3780821917808219,259.0,110.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,8.48,2.9060192268772256,2.5544672375202775,915.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1855,0.95,1.0,2.0,1.0,0.0,36.21375,-86.70988,2.0,1.0,1.0,1.0,55.0,250.0,40.0,1.0,0.0,1.0,1125.0,0.06666666666666667,0.1,0.17777777777777778,0.6273972602739726,144.0,53.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,5.41,5.060937875463377,4.0657919053779334,797.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1856,1.0,1.0,38.0,1.0,1.0,36.163779999999996,-86.77703000000001,6.0,1.0,2.0,4.0,140.0,400.0,90.0,1.0,0.0,1.0,90.0,0.26666666666666666,0.38333333333333336,0.5,0.8246575342465754,148.0,53.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,5.03,0.18114042327753113,2.8556370082890137,882.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1857,1.0,1.0,6.0,1.0,0.0,36.096759999999996,-86.67413,5.0,1.0,1.0,2.0,59.0,100.0,75.0,1.0,0.0,30.0,1125.0,0.0,0.0,0.2,0.8027397260273973,77.0,4.0,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,2.5,7.200075700769357,2.5544672375202775,922.0,289.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1858,1.0,1.0,1.0,1.0,0.0,36.18078,-86.71693,8.0,2.0,3.0,3.0,160.0,150.0,105.0,6.0,25.0,1.0,90.0,0.3333333333333333,0.43333333333333335,0.5555555555555556,0.7808219178082192,84.0,28.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,2.73,3.457438695386102,2.5763704935761855,922.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1859,1.0,0.0,1.0,1.0,1.0,36.17556,-86.74704,8.0,3.5,4.0,5.0,400.0,500.0,200.0,8.0,50.0,1.0,14.0,0.06666666666666667,0.03333333333333333,0.022222222222222223,0.030136986301369864,9.0,9.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,1.01,1.7837284545175325,4.432671444314394,266.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1860,1.0,1.0,2.0,1.0,0.0,36.157759999999996,-86.85033,4.0,1.5,2.0,2.0,125.0,200.0,100.0,4.0,40.0,1.0,30.0,0.4666666666666667,0.6166666666666667,0.7444444444444445,0.18356164383561643,41.0,27.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.0,0.0,0.0,2.41,4.256751327944457,4.161618650622532,510.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1862,0.99,1.0,102.0,1.0,0.0,36.17525,-86.79773,12.0,3.5,4.0,6.0,99.0,400.0,299.0,8.0,20.0,1.0,365.0,0.3333333333333333,0.43333333333333335,0.4777777777777778,0.8547945205479452,111.0,41.0,95.0,10.0,9.0,10.0,10.0,9.0,9.0,1.0,0.0,0.0,0.0,3.61,1.5827464670759013,3.162282593071726,922.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
